Date,Open,High,Low,Close,% Change,% Change vs Average,Volume,Day
2014-10-13T07:00:00.000Z,94.27,94.99,90.24,93,-1.52,-1.86,"424,210,700",32
2014-10-20T07:00:00.000Z,92.99,98.69,92.8,98.62,6.04,5.7,"225,548,500",33
2014-10-27T07:00:00.000Z,98.43,101.75,98.02,101.4,2.82,2.48,"194,783,500",34
2014-11-03T08:00:00.000Z,101.58,102.03,100.67,101.6,0.2,-0.14,"127,676,500",35
2014-11-10T08:00:00.000Z,101.65,103.28,101.38,103.22,1.59,1.26,"105,143,400",36
2014-11-17T08:00:00.000Z,102.98,104.69,102.42,103.87,0.63,0.29,"130,381,700",37
2014-11-24T08:00:00.000Z,104.15,106.25,104.06,106.01,2.06,1.72,"71,788,500",38
2014-12-01T08:00:00.000Z,105.72,105.92,104.42,105.38,-0.59,-0.93,"151,606,100",39
2014-12-08T08:00:00.000Z,105.11,105.57,102.66,102.67,-2.57,-2.91,"212,516,400",40
2014-12-15T08:00:00.000Z,103.2,104.74,99.92,104.32,1.61,1.27,"299,293,100",41
2014-12-22T08:00:00.000Z,104.15,105.26,104.09,105.04,0.69,0.35,"92,241,700",42
2014-12-29T08:00:00.000Z,104.94,105.25,102.44,102.94,-2,-2.34,"91,359,500",43
2015-01-05T08:00:00.000Z,102.49,103.65,99.62,102.62,-0.31,-0.65,"221,926,900",44
2015-01-12T08:00:00.000Z,102.82,103.62,99.36,100.82,-1.75,-2.09,"228,013,900",45
2015-01-20T08:00:00.000Z,101.43,104.58,100.29,104.26,3.41,3.07,"146,763,100",46
2015-01-26T08:00:00.000Z,104.14,104.33,99.96,101.1,-3.03,-3.37,"198,273,100",47
2015-02-02T08:00:00.000Z,101.33,104.17,99.75,103.13,2.01,1.67,"166,223,100",48
2015-02-09T08:00:00.000Z,102.73,106.93,102.55,106.91,3.67,3.33,"118,145,300",49
2015-02-17T08:00:00.000Z,106.91,108.47,106.64,108.41,1.4,1.06,"80,989,700",50
2015-02-23T08:00:00.000Z,108.35,108.94,108.05,108.4,-0.01,-0.35,"107,098,400",51
2015-03-02T08:00:00.000Z,108.61,109.42,107.14,107.41,-0.91,-1.25,"111,156,300",52
2015-03-09T07:00:00.000Z,107.63,107.99,104.68,105.34,-1.93,-2.27,"149,425,600",53
2015-03-16T07:00:00.000Z,105.73,109.07,105.62,108.53,3.03,2.69,"148,975,500",54
2015-03-23T07:00:00.000Z,108.47,108.81,104.24,105.52,-2.77,-3.11,"163,019,900",55
2015-03-30T07:00:00.000Z,106.16,106.82,104.37,105.12,-0.38,-0.72,"113,193,000",56
2015-04-06T07:00:00.000Z,104.5,107.76,104.34,107.75,2.5,2.16,"109,976,400",57
2015-04-13T07:00:00.000Z,107.83,108.38,105.55,106.01,-1.61,-1.95,"125,377,100",58
2015-04-20T07:00:00.000Z,106.54,110.69,106.5,110.54,4.27,3.94,"135,116,200",59
2015-04-27T07:00:00.000Z,110.95,111.16,107.06,109.05,-1.35,-1.69,"178,969,200",60
2015-05-04T07:00:00.000Z,109.4,109.91,106,108.69,-0.33,-0.67,"176,396,900",61
2015-05-11T07:00:00.000Z,108.76,110.01,106.8,109.58,0.82,0.48,"121,924,300",62
2015-05-18T07:00:00.000Z,109.4,110.87,109.32,110.47,0.81,0.47,"83,291,500",63
2015-05-26T07:00:00.000Z,110.23,111.08,108.76,110.05,-0.38,-0.72,"103,746,500",64
2015-06-01T07:00:00.000Z,110.64,110.81,108.63,109.3,-0.68,-1.02,"118,543,300",65
2015-06-08T07:00:00.000Z,109.25,110.15,107.2,108.75,-0.5,-0.84,"127,197,000",66
2015-06-15T07:00:00.000Z,107.94,110.88,107.31,110.69,1.78,1.45,"114,024,800",67
2015-06-22T07:00:00.000Z,110.7,111.13,108.86,109.27,-1.28,-1.62,"103,703,100",68
2015-06-29T07:00:00.000Z,108.06,108.66,106.64,107.95,-1.21,-1.55,"127,477,200",69
2015-07-06T07:00:00.000Z,107.27,108.32,105.83,107.65,-0.28,-0.62,"163,030,100",70
2015-07-13T07:00:00.000Z,108.58,113.59,108.57,113.59,5.52,5.18,"142,155,100",71
2015-07-20T07:00:00.000Z,113.83,114.39,110.93,111.1,-2.19,-2.53,"154,125,900",72
2015-07-27T07:00:00.000Z,110.47,112.49,109.79,111.95,0.77,0.43,"143,782,200",73
2015-08-03T07:00:00.000Z,111.97,113,109.4,110.31,-1.46,-1.8,"148,256,200",74
2015-08-10T07:00:00.000Z,111.01,111.81,108.22,110.51,0.18,-0.16,"139,948,500",75
2015-08-17T07:00:00.000Z,110.24,111.46,102.4,102.4,-7.34,-7.68,"233,231,400",76
2015-08-24T07:00:00.000Z,94.23,106,84.74,105.62,3.14,2.81,"449,319,300",77
2015-08-31T07:00:00.000Z,105.03,105.61,100.63,102.16,-3.28,-3.61,"251,179,900",78
2015-09-08T07:00:00.000Z,104.12,106.31,103.59,105.57,3.34,3,"161,283,000",79
2015-09-14T07:00:00.000Z,105.96,108.73,104.85,105.35,-0.21,-0.55,"185,591,900",80
2015-09-21T07:00:00.000Z,105.93,106.55,102.27,102.92,-2.31,-2.64,"187,891,700",81
2015-09-28T07:00:00.000Z,102.48,104.01,98.75,104.01,1.06,0.72,"233,514,400",82
2015-10-05T07:00:00.000Z,104.78,106.73,104.18,106.53,2.42,2.08,"177,399,400",83
2015-10-12T07:00:00.000Z,106.73,108.18,105.49,108.12,1.49,1.15,"139,549,100",84
2015-10-19T07:00:00.000Z,107.98,113.24,107.48,112.78,4.31,3.97,"173,325,800",85
2015-10-26T07:00:00.000Z,112.7,114.08,112.27,113.33,0.49,0.15,"151,642,900",86
2015-11-02T08:00:00.000Z,113.63,115.47,113.39,114.79,1.29,0.95,"126,157,300",87
2015-11-09T08:00:00.000Z,114.36,114.51,109.78,109.84,-4.31,-4.65,"175,713,600",88
2015-11-16T08:00:00.000Z,109.73,114.57,109.48,114.48,4.22,3.89,"146,442,300",89
2015-11-23T08:00:00.000Z,114.52,114.94,112.84,114.31,-0.15,-0.49,"70,058,500",90
2015-11-30T08:00:00.000Z,114.65,115.75,111.84,115.14,0.73,0.39,"158,868,100",91
2015-12-07T08:00:00.000Z,115.22,115.29,110.72,110.79,-3.78,-4.12,"191,370,700",92
2015-12-14T08:00:00.000Z,110.94,114.48,109.38,109.83,-0.87,-1.2,"245,885,500",93
2015-12-21T08:00:00.000Z,110.87,112.9,110.05,112.59,2.51,2.17,"90,098,600",94
2015-12-28T08:00:00.000Z,112.32,114.55,111.51,111.86,-0.65,-0.99,"96,316,200",95
2016-01-04T08:00:00.000Z,109.45,110.18,103.9,104.01,-7.02,-7.36,"262,224,200",96
2016-01-11T08:00:00.000Z,104.75,106.23,99.51,100.84,-3.05,-3.39,"336,518,600",97
2016-01-19T08:00:00.000Z,102.21,103.81,97.25,103.77,2.91,2.57,"247,128,700",98
2016-01-25T08:00:00.000Z,103.4,104.17,100.15,104.13,0.35,0.01,"231,436,700",99
2016-02-01T08:00:00.000Z,103.63,104.8,97.72,98.12,-5.77,-6.11,"259,322,800",100
2016-02-08T08:00:00.000Z,96.29,98.69,94.84,98.02,-0.1,-0.44,"350,898,900",101
2016-02-16T08:00:00.000Z,99.47,102.84,98.85,101.63,3.68,3.34,"149,581,800",102
2016-02-22T08:00:00.000Z,102.58,104.37,99.77,103.43,1.77,1.43,"154,902,200",103
2016-02-29T08:00:00.000Z,103.33,106.35,102.5,105.67,2.17,1.83,"151,593,500",104
2016-03-07T08:00:00.000Z,105.13,106.49,103.31,106.49,0.78,0.44,"161,497,200",105
2016-03-14T07:00:00.000Z,106.09,107.86,105.95,107.37,0.83,0.49,"150,898,600",106
2016-03-21T07:00:00.000Z,107.18,108.37,106.53,107.26,-0.1,-0.44,"76,059,100",107
2016-03-28T07:00:00.000Z,107.56,110.4,106.73,110.36,2.89,2.55,"115,499,600",108
2016-04-04T07:00:00.000Z,110.36,110.71,108.61,109,-1.23,-1.57,"113,792,100",109
2016-04-11T07:00:00.000Z,109.47,111.33,108.02,110.64,1.5,1.17,"118,245,900",110
2016-04-18T07:00:00.000Z,110.32,111.44,108.12,108.98,-1.5,-1.84,"136,975,800",111
2016-04-25T07:00:00.000Z,108.65,109.39,104.88,105.72,-2.99,-3.33,"163,851,000",112
2016-05-02T07:00:00.000Z,105.99,106.87,104.4,105.58,-0.13,-0.47,"142,404,300",113
2016-05-09T07:00:00.000Z,105.59,107.49,105.14,105.5,-0.08,-0.41,"111,690,400",114
2016-05-16T07:00:00.000Z,105.66,107.21,104.54,106.47,0.92,0.58,"132,653,200",115
2016-05-23T07:00:00.000Z,106.59,110.14,106.23,110.13,3.44,3.1,"125,368,700",116
2016-05-31T07:00:00.000Z,110.28,110.6,109.34,110.06,-0.06,-0.4,"79,904,100",117
2016-06-06T07:00:00.000Z,110.26,110.75,108.56,108.94,-1.02,-1.36,"89,792,000",118
2016-06-13T07:00:00.000Z,108.32,108.93,106.24,106.49,-2.25,-2.59,"135,637,600",119
2016-06-20T07:00:00.000Z,107.73,108.79,104.06,104.29,-2.07,-2.4,"152,818,000",120
2016-06-27T07:00:00.000Z,103.6,108.48,101.75,108.08,3.63,3.3,"164,043,500",121
2016-07-05T07:00:00.000Z,107.51,110.36,106.57,110.3,2.05,1.72,"94,366,800",122
2016-07-11T07:00:00.000Z,110.67,112.3,110.66,111.8,1.36,1.02,"102,102,700",123
2016-07-18T07:00:00.000Z,111.87,113.78,111.85,113.65,1.65,1.32,"103,537,300",124
2016-07-25T07:00:00.000Z,113.56,115.54,113.22,115.23,1.39,1.05,"101,163,000",125
2016-08-01T07:00:00.000Z,115.31,117.04,114.22,116.78,1.35,1.01,"86,311,700",126
2016-08-08T07:00:00.000Z,116.84,117.37,116.28,117.2,0.36,0.02,"72,671,900",127
2016-08-15T07:00:00.000Z,117.35,117.97,116.43,117.26,0.05,-0.29,"70,698,800",128
2016-08-22T07:00:00.000Z,117.09,118.01,116.08,116.78,-0.41,-0.75,"92,389,500",129
2016-08-29T07:00:00.000Z,116.81,117.56,115.91,117.12,0.29,-0.05,"86,230,900",130
2016-09-06T07:00:00.000Z,117.32,118.12,114.26,114.28,-2.42,-2.76,"107,010,700",131
2016-09-12T07:00:00.000Z,113.64,117.82,113.63,117.29,2.63,2.3,"179,849,600",132
2016-09-19T07:00:00.000Z,117.59,119.22,116.55,118.33,0.89,0.55,"110,676,100",133
2016-09-26T07:00:00.000Z,117.66,119.07,117.15,118.72,0.33,-0.01,"104,187,300",134
2016-10-03T07:00:00.000Z,118.57,119.17,117.89,118.47,-0.21,-0.55,"86,908,700",135
2016-10-10T07:00:00.000Z,119.08,119.48,115.94,117.14,-1.12,-1.46,"105,863,800",136
2016-10-17T07:00:00.000Z,117.04,118.41,116.67,118.15,0.86,0.52,"81,002,300",137
2016-10-24T07:00:00.000Z,118.91,119.66,116.74,117.1,-0.89,-1.23,"114,417,600",138
2016-10-31T07:00:00.000Z,117.53,117.53,113.45,113.65,-2.95,-3.28,"132,410,900",139
2016-11-07T08:00:00.000Z,115.49,118.38,114.2,115.8,1.89,1.55,"231,544,100",140
2016-11-14T08:00:00.000Z,115.83,118.1,114.03,117.32,1.31,0.97,"121,268,000",141
2016-11-21T08:00:00.000Z,117.61,119.19,117.57,118.8,1.26,0.92,"69,207,900",142
2016-11-28T08:00:00.000Z,118.65,119.51,115.22,115.7,-2.61,-2.95,"135,110,700",143
2016-12-05T08:00:00.000Z,116.3,119.54,115.77,119.5,3.28,2.95,"115,776,900",144
2016-12-12T08:00:00.000Z,118.97,121.11,118.47,119.6,0.08,-0.25,"155,529,400",145
2016-12-19T08:00:00.000Z,119.72,120.83,119.55,120.2,0.5,0.16,"65,332,300",146
2016-12-27T08:00:00.000Z,120.46,121.52,118.14,118.48,-1.43,-1.77,"89,102,300",147
2017-01-03T08:00:00.000Z,119.27,122.25,118.89,121.93,2.91,2.57,"86,775,300",148
2017-01-09T08:00:00.000Z,122.03,123.37,121.6,123.16,1.01,0.67,"92,325,100",149
2017-01-17T08:00:00.000Z,122.84,123.83,122.43,123.25,0.07,-0.27,"61,839,900",150
2017-01-23T08:00:00.000Z,123.17,125.92,122.57,125.8,2.07,1.73,"81,216,500",151
2017-01-30T08:00:00.000Z,125.38,125.81,123.85,125.68,-0.1,-0.43,"99,018,300",152
2017-02-06T08:00:00.000Z,125.47,127.56,125.35,127.38,1.35,1.01,"73,198,700",153
2017-02-13T08:00:00.000Z,127.77,129.82,127.72,129.81,1.91,1.57,"84,007,100",154
2017-02-21T08:00:00.000Z,130.06,130.7,129.38,130.26,0.35,0.01,"66,704,000",155
2017-02-27T08:00:00.000Z,130.02,131.68,129.66,131.02,0.58,0.25,"88,095,200",156
2017-03-06T08:00:00.000Z,130.59,131.6,130.14,131.39,0.28,-0.06,"86,081,000",157
2017-03-13T07:00:00.000Z,131.34,132.41,130.76,131.69,0.23,-0.11,"87,152,200",158
2017-03-20T07:00:00.000Z,131.65,132.43,129.68,130.63,-0.8,-1.14,"118,404,300",159
2017-03-27T07:00:00.000Z,129.7,132.74,129.4,132.38,1.34,1,"91,838,100",160
2017-04-03T07:00:00.000Z,132.49,133.48,131.5,131.97,-0.31,-0.65,"104,686,800",161
2017-04-10T07:00:00.000Z,132.1,132.57,130.38,130.4,-1.19,-1.53,"89,035,900",162
2017-04-17T07:00:00.000Z,130.77,132.88,130.72,132.56,1.66,1.32,"88,364,200",163
2017-04-24T07:00:00.000Z,134.03,136.34,133.8,135.99,2.59,2.25,"106,161,200",164
2017-05-01T07:00:00.000Z,136.44,137.54,136.38,137.54,1.14,0.8,"100,949,000",165
2017-05-08T07:00:00.000Z,137.61,138.63,137.33,138.6,0.77,0.43,"109,176,100",166
2017-05-15T07:00:00.000Z,138.66,139.64,135.87,137.84,-0.55,-0.89,"175,959,500",167
2017-05-22T07:00:00.000Z,138.15,141.33,138.1,141.22,2.45,2.11,"92,869,300",168
2017-05-30T07:00:00.000Z,141.15,143.49,140.57,143.46,1.59,1.25,"110,879,400",169
2017-06-05T07:00:00.000Z,143.45,143.9,138.11,139.98,-2.43,-2.76,"192,164,000",170
2017-06-12T07:00:00.000Z,138.8,140.93,137.47,138.15,-1.31,-1.65,"318,973,400",171
2017-06-20T07:00:00.000Z,140.32,141.42,139.31,141.24,2.24,1.9,"122,431,900",172
2017-06-26T07:00:00.000Z,142.05,142.29,136.25,137.64,-2.55,-2.89,"315,463,800",173
2017-07-03T07:00:00.000Z,138.27,138.43,135.8,137.76,0.09,-0.25,"160,314,500",174
2017-07-10T07:00:00.000Z,137.85,142.3,137.5,142.12,3.16,2.83,"158,035,400",175
2017-07-17T07:00:00.000Z,142.27,144.44,141.64,144.11,1.4,1.06,"160,680,500",176
2017-07-24T07:00:00.000Z,144.09,145.96,142.3,143.84,-0.19,-0.53,"192,123,300",177
2017-07-31T07:00:00.000Z,144.25,144.52,142.61,143.65,-0.13,-0.47,"152,353,400",178
2017-08-07T07:00:00.000Z,143.91,145.47,140.89,142.1,-1.08,-1.42,"194,108,000",179
2017-08-14T07:00:00.000Z,143.23,144.96,140.65,141.23,-0.61,-0.95,"222,526,100",180
2017-08-21T07:00:00.000Z,141.22,143.35,140.18,141.97,0.52,0.19,"163,649,200",181
2017-08-28T07:00:00.000Z,142.4,146.59,141.06,146,2.84,2.5,"134,277,400",182
2017-09-05T07:00:00.000Z,145.57,145.88,143.6,144.21,-1.23,-1.56,"126,128,200",183
2017-09-11T07:00:00.000Z,145.34,146.59,145.29,146.06,1.28,0.94,"167,552,700",184
2017-09-18T07:00:00.000Z,145.91,146.37,143.85,144.32,-1.19,-1.53,"130,509,800",185
2017-09-25T07:00:00.000Z,143.75,145.56,142.1,145.45,0.78,0.44,"185,077,700",186
2017-10-02T07:00:00.000Z,145.67,147.66,144.93,147.66,1.52,1.18,"128,571,100",187
2017-10-09T07:00:00.000Z,147.85,148.51,146.95,148.34,0.46,0.12,"78,290,400",188
2017-10-16T07:00:00.000Z,148.71,149.21,147.27,148.71,0.25,-0.09,"110,019,400",189
2017-10-23T07:00:00.000Z,149.02,151.52,146.33,151.24,1.7,1.36,"174,161,000",190
2017-10-30T07:00:00.000Z,151.13,153.29,150.77,153.27,1.34,1,"144,750,900",191
2017-11-06T08:00:00.000Z,153.15,154.54,152.11,153.68,0.27,-0.07,"128,145,800",192
2017-11-13T08:00:00.000Z,153.1,154.89,151.78,153.95,0.18,-0.16,"126,020,600",193
2017-11-20T08:00:00.000Z,154.06,156.31,153.61,156.26,1.5,1.16,"66,871,300",194
2017-11-27T08:00:00.000Z,156.21,156.69,152.26,154.49,-1.13,-1.47,"235,478,300",195
2017-12-04T08:00:00.000Z,155.46,155.63,152.06,154.7,0.14,-0.2,"181,319,000",196
2017-12-11T08:00:00.000Z,154.77,157.82,154.76,157.65,1.91,1.57,"139,961,200",197
2017-12-18T08:00:00.000Z,158.36,158.77,156.91,157.37,-0.18,-0.52,"139,201,200",198
2017-12-26T08:00:00.000Z,156.49,157.07,155.7,155.76,-1.02,-1.36,"102,886,700",199
2018-01-02T08:00:00.000Z,156.56,162.03,156.17,161.92,3.95,3.62,"113,725,300",200
2018-01-08T08:00:00.000Z,161.92,164.66,161.12,164.49,1.59,1.25,"140,181,700",201
2018-01-16T08:00:00.000Z,165.58,166.61,163.53,166.34,1.12,0.79,"140,451,500",202
2018-01-22T08:00:00.000Z,166.28,170.95,166.09,170.93,2.76,2.42,"179,321,700",203
2018-01-29T08:00:00.000Z,170.57,170.91,164.47,164.61,-3.7,-4.04,"231,230,700",204
2018-02-05T08:00:00.000Z,163.07,165.75,150.13,156.1,-5.17,-5.51,"522,959,800",205
2018-02-12T08:00:00.000Z,157.7,166.76,156.46,164.96,5.68,5.34,"260,833,800",206
2018-02-20T08:00:00.000Z,164.38,168.17,164.31,168.17,1.95,1.61,"165,118,700",207
2018-02-26T08:00:00.000Z,168.96,170.73,161.96,165.99,-1.3,-1.63,"258,667,900",208
2018-03-05T08:00:00.000Z,165.21,173.16,164.59,173.16,4.32,3.98,"166,769,400",209
2018-03-12T07:00:00.000Z,173.67,175.21,170.9,171.02,-1.24,-1.57,"193,797,400",210
2018-03-19T07:00:00.000Z,169.1,169.22,158.43,158.51,-7.31,-7.65,"296,052,000",211
2018-03-26T07:00:00.000Z,161.72,165.62,156.04,160.13,1.02,0.68,"294,432,900",212
2018-04-02T07:00:00.000Z,158.99,161.58,153.88,156.63,-2.19,-2.52,"318,333,900",213
2018-04-09T07:00:00.000Z,157.98,163.26,157.46,161.37,3.03,2.69,"206,802,100",214
2018-04-16T07:00:00.000Z,162.5,167,161.48,162.3,0.58,0.24,"177,193,600",215
2018-04-23T07:00:00.000Z,163.09,164.41,156.47,162.09,-0.13,-0.47,"249,435,600",216
2018-04-30T07:00:00.000Z,162.47,165.25,159.22,164.87,1.72,1.38,"212,655,900",217
2018-05-07T07:00:00.000Z,165.64,169.86,164.86,169.46,2.78,2.45,"139,419,500",218
2018-05-14T07:00:00.000Z,169.85,170.82,166.98,167.46,-1.18,-1.52,"147,822,600",219
2018-05-21T07:00:00.000Z,168.76,170.33,166.88,169.72,1.35,1.01,"124,147,100",220
2018-05-29T07:00:00.000Z,168.95,172.84,167.96,172.74,1.78,1.44,"145,100,500",221
2018-06-04T07:00:00.000Z,173.18,175.93,173.07,174.44,0.98,0.65,"141,656,100",222
2018-06-11T07:00:00.000Z,174.31,177.89,174.28,176.98,1.46,1.12,"168,221,800",223
2018-06-18T07:00:00.000Z,175.49,177.98,174.69,175.32,-0.94,-1.28,"138,213,800",224
2018-06-25T07:00:00.000Z,173.73,173.99,169.17,171.65,-2.09,-2.43,"252,467,500",225
2018-07-02T07:00:00.000Z,170.04,175.74,169.67,175.61,2.31,1.97,"125,914,500",226
2018-07-09T07:00:00.000Z,176.52,179.9,175.8,179.61,2.28,1.94,"137,525,100",227
2018-07-16T07:00:00.000Z,179.65,180.65,177.28,178.99,-0.35,-0.68,"142,651,600",228
2018-07-23T07:00:00.000Z,178.46,182.93,176.6,177.62,-0.77,-1.1,"194,441,200",229
2018-07-30T07:00:00.000Z,177.63,180.09,174.27,180.08,1.38,1.05,"220,692,600",230
2018-08-06T07:00:00.000Z,179.96,182.63,179.74,180.52,0.24,-0.09,"130,056,600",231
2018-08-13T07:00:00.000Z,180.85,182.01,178.12,179.86,-0.37,-0.7,"169,334,600",232
2018-08-20T07:00:00.000Z,180.26,182.63,179,182.48,1.46,1.12,"118,152,400",233
2018-08-27T07:00:00.000Z,183.4,187.52,183.11,186.65,2.29,1.95,"136,764,900",234
2018-09-04T07:00:00.000Z,186.08,186.4,180.44,181.11,-2.97,-3.31,"164,407,700",235
2018-09-10T07:00:00.000Z,182.15,184.95,180.52,183.99,1.59,1.25,"154,809,800",236
2018-09-17T07:00:00.000Z,183.68,185.48,181.17,183.71,-0.15,-0.49,"168,693,100",237
2018-09-24T07:00:00.000Z,182.05,186.49,181.3,185.79,1.13,0.79,"157,623,800",238
2018-10-01T07:00:00.000Z,186.87,187.53,178.43,180.15,-3.04,-3.37,"246,001,500",239
2018-10-08T07:00:00.000Z,179.52,181.02,167.81,174.32,-3.24,-3.57,"475,596,400",240
2018-10-15T07:00:00.000Z,173.71,178.26,171.56,173.02,-0.75,-1.08,"369,262,500",241
2018-10-22T07:00:00.000Z,174.06,175.25,164.23,166.66,-3.68,-4.01,"447,925,700",242
2018-10-29T07:00:00.000Z,169.21,172.55,160.09,169.38,1.63,1.29,"406,958,100",243
2018-11-05T08:00:00.000Z,169.6,175.58,167.08,171.52,1.26,0.93,"216,052,700",244
2018-11-12T08:00:00.000Z,170.32,170.64,163.46,167.5,-2.34,-2.68,"340,622,200",245
2018-11-19T08:00:00.000Z,166.7,166.9,157.13,159.21,-4.95,-5.29,"236,402,800",246
2018-11-26T08:00:00.000Z,161.44,169.47,160.76,169.37,6.38,6.04,"230,370,200",247
2018-12-03T08:00:00.000Z,173.11,173.31,160.86,161.38,-4.72,-5.06,"273,514,100",248
2018-12-10T08:00:00.000Z,161.08,167.6,159.41,161.08,-0.19,-0.52,"289,725,000",249
2018-12-17T08:00:00.000Z,160.39,161.67,146.72,147.57,-8.39,-8.73,"460,464,200",250
2018-12-24T08:00:00.000Z,146.08,155.59,143.46,152.97,3.66,3.32,"318,826,300",251
2018-12-31T08:00:00.000Z,154.47,157,149.49,156.23,2.13,1.79,"261,121,500",252
2019-01-07T08:00:00.000Z,156.62,161.52,156.11,160.69,2.85,2.52,"217,059,700",253
2019-01-14T08:00:00.000Z,159.33,166.02,158.59,165.25,2.84,2.5,"201,908,800",254
2019-01-22T08:00:00.000Z,164.06,165.65,160.32,165.15,-0.06,-0.4,"163,751,500",255
2019-01-28T08:00:00.000Z,163.02,168.99,160.99,167.45,1.39,1.05,"175,024,000",256
2019-02-04T08:00:00.000Z,167.48,171.37,166.57,168.56,0.66,0.32,"153,902,100",257
